1,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
2,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
3,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
4,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
5,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
6,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
7,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
8,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
9,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
10,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
11,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
12,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
13,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
14,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
15,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
16,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
17,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
18,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
19,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
20,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
21,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
22,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
23,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
24,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
25,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
26,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
27,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
28,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
29,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
30,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
31,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
32,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
33,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
34,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
35,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
36,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
37,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
38,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
39,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
40,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
41,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
42,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
43,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
44,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
45,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
46,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
47,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
48,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
49,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
50,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
51,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
52,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
53,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
54,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
55,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
56,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
57,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
58,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
59,,123456704,SNAP,Approved...,300.0,AMEX,1234567890123
